TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;SIT;RAZAO_SOCIAL;CODIGO;TICKER;COMPANY_ID;QUOTAS;ISIN;YEAR_DIV_AVERAGE;PRICE_MARKET;VOLUME
F.I.I.;17.374.696/0001-19;REAG RENDA IMOBILIÁRIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-12-13;EM FUNCIONAMENTO NORMAL;REAG RENDA IMOBILIARIA FDO INV IMOB - FII;DOMC;DOMC11.SA;17.374.696/0001-19;244380;BRDOMCCTF004;5.33;501.0;458
F.I.I.;14.793.782/0001-78;RENDA DE ESCRITÓRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-04-09;EM FUNCIONAMENTO NORMAL;RENDA DE ESCRITÓRIOS FDO INV IMOB - FII;RDES;RDES11.SA;14.793.782/0001-78;742000;BRRDESCTF000;0.26;70.46;1
F.I.I.;12.659.641/0001-31;RIO BRAVO CRÉDITO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-08-10;EM FUNCIONAMENTO NORMAL;RIO BRAVO CRÉDITO IMOBILIÁRIO I FDO INV IMOB;RBCB;RBCB11.SA;12.659.641/0001-31;53100;BRRBCBCTF004;3.39;190.98;10
F.I.I.;15.769.670/0001-44;RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-12-20;EM FUNCIONAMENTO NORMAL;RIO BRAVO CRÉDITO IMOBILIÁRIO II FDO INV IMOB -FII;RBVO;RBVO11.SA;15.769.670/0001-44;515824;BRRBVOCTF007;0.41;42.23;837
F.I.I.;30.647.758/0001-87;RIO BRAVO CRÉDITO IMOBILIÁRIO IV FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-07-17;FASE PRÉ-OPERACIONAL;RIO BRAVO CRÉDITO IMOB IV FDO INV IMOB - FII;RBIV;;30.647.758/0001-87;1500000;;;0.0;0
F.I.I.;16.915.840/0001-14;SANTANDER AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-12-26;EM FUNCIONAMENTO NORMAL;SANTANDER AGÊNCIAS FDO INV IMOB - FII;SAAG;SAAG11.SA;16.915.840/0001-14;5631512;BRSAAGCTF007;0.87;124.2;7990
F.I.I.;16.543.270/0001-89;SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-04-09;EM FUNCIONAMENTO NORMAL;SAO DOMINGOS FDO INV IMOB - FII;FISD;FISD11.SA;16.543.270/0001-89;648776;;;0.0;0
F.I.I.;01.657.856/0001-05;SCP FII;1997-01-03;EM FUNCIONAMENTO NORMAL;FDO INV IMOB SCP;SCPF;SCPF11.SA;01.657.856/0001-05;4200000;BRSCPFCTF003;0.06;11.18;336
F.I.I.;09.326.861/0001-39;SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO;2008-01-17;EM FUNCIONAMENTO NORMAL;SHOPPING WEST PLAZA FDO INV IMOB;WPLZ;WPLZ11.SA;09.326.861/0001-39;989339;BRWPLZCTF004;0.38;80.84;222
F.I.I.;16.841.067/0001-99;SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-03-10;EM FUNCIONAMENTO NORMAL;SOCOPA FDO INV IMOB - FII;REIT;REIT11.SA;16.841.067/0001-99;26291;BRREITCTF007;22.11;1032.0;0
F.I.I.;15.538.445/0001-05;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-04-16;EM FUNCIONAMENTO NORMAL;SP DOWNTOWN FDO INV IMOB - FII;SPTW;SPTW11.SA;15.538.445/0001-05;1798000;BRSPTWCTF002;0.57;87.65;2206
F.I.I.;18.311.024/0001-27;SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-06-20;EM FUNCIONAMENTO NORMAL;SPA FDO INV IMOB - FII;SPAF;SPAF11.SA;18.311.024/0001-27;11270;BRSPAFCTF007;5.19;0.0;0
F.I.I.;11.044.355/0001-07;STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-08-09;EM FUNCIONAMENTO NORMAL;STARX FDO INV IMOB - FII;STRX;STRX11.SA;11.044.355/0001-07;14682;BRSTRXCTF006;202.62;0.0;0
F.I.I.;17.007.443/0001-07;TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-08-05;EM FUNCIONAMENTO NORMAL;TRANSINC FDO INV IMOB - FII;TSNC;TSNC11.SA;17.007.443/0001-07;18113;BRTSNCCTF009;30.46;0.0;0
F.I.I.;26.990.011/0001-50;TREECORP REAL ESTATE FII - I;2017-03-03;EM FUNCIONAMENTO NORMAL;TREECORP REAL ESTATE FDO INV IMOB - I;TCPF;;26.990.011/0001-50;290000;;;0.0;0
F.I.I.;15.006.267/0001-63;TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-11-08;EM FUNCIONAMENTO NORMAL;TRX EDIFÍCIOS CORPORATIVOS FDO INV IMOB - FII;XTED;XTED11.SA;15.006.267/0001-63;1792557;BRXTEDCTF006;0.32;6.66;839
F.I.I.;11.839.593/0001-09;TRX REALTY LOGÍSTICA RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-08-06;EM FUNCIONAMENTO NORMAL;TRX REALTY LOGÍSTICA RENDA I FDO INV IMOB - FII;TRXL;TRXL11.SA;11.839.593/0001-09;1846797;BRTRXLCTF001;0.34;97.0;2144
F.I.I.;29.324.723/0001-28;V2 RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-11-12;FASE PRÉ-OPERACIONAL;V2 RENDA IMOBILIARIA FDO INV IMOB - FII;V2CR;;29.324.723/0001-28;800000;;;0.0;0
F.I.I.;29.852.732/0001-91;VALORA RE III FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2018-03-13;EM FUNCIONAMENTO NORMAL;VALORA RE III FDO INV IMOB - FII;VGIR;VGIR11.SA;29.852.732/0001-91;1120948;BRVGIRCTF008;0.63;100.44;14368
F.I.I.;13.842.683/0001-76;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIARIO;2013-05-14;EM FUNCIONAMENTO NORMAL;VECTOR QUELUZ ATIVOS IMOB FDO INV IMOB;VLJS;VLJS11.SA;13.842.683/0001-76;58977;BRVLJSCTF020;1.25;0.0;0
F.I.I.;24.853.044/0001-22;VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-05-24;EM FUNCIONAMENTO NORMAL;VINCI LOGÍSTICA FDO INV IMOB - FII;VILG;VILG11.SA;24.853.044/0001-22;717200;BRVILGCTF001;0.54;112.99;16
F.I.I.;17.554.274/0001-25;VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-08-07;EM FUNCIONAMENTO NORMAL;VINCI SHOPPING CENTERS FDO INVEST IMOB - FII;VISC;VISC11.SA;17.554.274/0001-25;8160576;BRVISCR03M11;0.54;108.0;20112
F.I.I.;17.870.926/0001-30;Votorantim Securities Master Fundo de Investimento Imobiliário - FII;2018-03-14;EM FUNCIONAMENTO NORMAL;VOTORANTIM SECURITIES MASTER FDO INV IMOB - FII;VOTS;VOTS11.SA;17.870.926/0001-30;827913;BRVOTSCTF007;0.34;86.0;2
F.I.I.;16.802.320/0001-03;XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-03-06;EM FUNCIONAMENTO NORMAL;XP CORPORATE MACAÉ FDO INV IMOB - FII;XPCM;XPCM11.SA;16.802.320/0001-03;2414570;BRXPCMCTF009;0.81;95.0;3935
F.I.I.;18.308.516/0001-63;XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-19;EM FUNCIONAMENTO NORMAL;XP HOTÉIS - FDO INV IMOB - FII;VREH;;18.308.516/0001-63;530943;BRVREHR01M13;0.36;0.0;0
F.I.I.;28.516.325/0001-40;XP Industrial Fundo de Investimento Imobiliário;2018-05-21;EM FUNCIONAMENTO NORMAL;XP INDUSTRIAL FDO INV IMOB - FII;XPIN;XPIN11.SA;28.516.325/0001-40;2180089;BRXPINCTF004;0.62;120.0;5155
F.I.I.;26.502.794/0001-85;XP Log Fundo de Investimento Imobiliário - FII;2018-04-26;EM FUNCIONAMENTO NORMAL;XP LOG FDO INV IMOB - FII;XPLG;XPLG11.SA;26.502.794/0001-85;3661150;BRXPLGCTF002;0.56;101.89;16240
F.I.I.;28.757.546/0001-00;XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2017-10-04;EM FUNCIONAMENTO NORMAL;XP MALLS FDO INV IMOB FII;XPML;XPML11.SA;28.757.546/0001-00;9484954;BRXPMLCTF000;0.5;107.8;36823
